Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses01M_impro06,Ses01M_impro06_F026,F,It's good that you were there.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F027,F,Yeah.,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_F028,F,Are there things you wish you'd done differently?,neutral,neutral
train,Ses01M_impro06,Ses01M_impro06_M000,M,"Yeah, I'm just-- yeah",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M001,M,"Just kind of feel numb, you know.",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M002,M,You didn't even hear?,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M003,M,[BREATHING] Umm.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M004,M,God I've told this story so many times. Umm.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M005,M,I just...I just basically lost someone that was really close to me.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M006,M,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M007,M,"He kind of didn't have anyone to take care of that for him, so--",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M008,M,It's just really...really messed up.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M009,M,No.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M010,M,Just like it.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M011,M,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M012,M,What?,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M013,M,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M014,M,It was kind of like boom... done,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M015,M,It's just really weird because he was really young you know and it kind of like...,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M016,M,--it just kind of freaks you out.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M017,M,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M018,M,"Exactly, you know, and like he had so many plans and he was going to do...",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M019,M,"so many things, you know?",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M020,M,What?,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M021,M,Yeah.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M022,M,"He was a really, really good guy.",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M023,M,A lot of people loved him.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M024,M,"You know, it's like affecting a lot of people it's not just me, you know?",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M025,M,Umm...,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M026,M,For like eight years.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M027,M,Yeah.,sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M028,M,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M029,M,"So weird,",sadness,sadness
train,Ses01M_impro06,Ses01M_impro06_M030,M,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sadness,sadness
train,Ses01M_impro07,Ses01M_impro07_F000,F,Yeah.,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_F001,F,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F003,F,Pinch hitting softball.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F004,F,That is incredible.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F005,F,That's amazing. They pay for everything?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F006,F,"Your housing, books, everything? That is incredible.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F007,F,That is incredible. Do you get like a per diem?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F008,F,You should...You should look into that.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F009,F,"That is amazing, congratulations. Good for you.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F010,F,Oh.,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_F011,F,"Yeah, that you probably. You should see one of these Victorian houses around by.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F012,F,Oh. Venice beach.,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_F013,F,"Oh, you don't like that. You're west-sider?",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F014,F,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F015,F,I don't know. Commuting from what Malibu that would be ridiculous.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F016,F,Oh yeah. He'd drop you right off at practice?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F018,F,They have those neon--softballs.  They're like day-glow you can see them anywhere.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F020,F,Oh. That is incredible. Is it--,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_F021,F,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F022,F,Who do you play? Like do--are you like... nationally ranked?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F023,F,That is unbelievable.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F024,F,I would put that right up there with--ping-pong.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F025,F,I mean not to denigrate what you are doing.  I think that's great.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F026,F,"No, no.  I love softball. I played softball all the time.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_F027,F,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_F033,F,You're like the rookie? The new kid.,joy,happiness
train,Ses01M_impro07,Ses01M_impro07_F034,F,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M000,M,Check this out.  You know how I've told you I've been really into like softball recently?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M001,M,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_M002,M,For softball.  They're going to pay me to go to school. Isn't that awesome?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M003,M,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_M004,M,"I know. For softball, yeah.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_M005,M,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",joy,excited
train,Ses01M_impro07,Ses01M_impro07_M006,M,"I don't know. I should ask. Yeah, I will.",joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M007,M,Thank you.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M008,M,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M009,M,Where should I move?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M010,M,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",joy,excited
train,Ses01M_impro07,Ses01M_impro07_M011,M,Professional softball player Malibu. [LAUGHTER],joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M013,M,"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M017,M,They do it's--believe me it's huge.,joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M018,M,I just got into it. I just kind of fell into it. Literally I was walking around and...,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M019,M,It's pretty wild.,joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M020,M,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_M021,M,Oh you mean it's not really sport that what you're saying?,surprise,surprise
train,Ses01M_impro07,Ses01M_impro07_M022,M,It's totally a sport. What are you talking about?,surprise,surprise
train,Ses01M_impro07,Ses01M_impro07_M024,M,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,joy,excited
train,Ses01M_impro07,Ses01M_impro07_M026,M,Yeah we have like away games and stuff.,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_M030,M,But you know I'm like [GARBAGE].,neutral,neutral
train,Ses01M_impro07,Ses01M_impro07_M032,M,I'm going to have a mustache...On the force...,joy,happiness
train,Ses01M_impro07,Ses01M_impro07_M033,M,Pull over..,joy,happiness
train,Ses01M_script01_1,Ses01M_script01_1_F000,F,What he's going to say?,anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F001,F,When?,surprise,surprise
train,Ses01M_script01_1,Ses01M_script01_1_F002,F,How could he see it?  I was the first one up and he was still in bed.,surprise,surprise
train,Ses01M_script01_1,Ses01M_script01_1_F003,F,What was he doing here at four in the morning?,surprise,surprise
train,Ses01M_script01_1,Ses01M_script01_1_F004,F,Did you talk to him?,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_F005,F,Cried hard?,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_F006,F,[BREATHING],sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_F007,F,What is he doing out here at that hour?,anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F008,F,"He's dreaming about him again, walking the streets.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F010,F,What?,surprise,surprise
train,Ses01M_script01_1,Ses01M_script01_1_F011,F,What do you mean a mistake?,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F012,F,"What do you want to do, argue with him?",anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F014,F,"What, can you prove it?  What proof do you have?  Can you prove it?",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F015,F,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F016,F,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F017,F,Why?,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F019,F,"Well, that's only your business, Chris.",anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F020,F,"Well, what do you want me to do?  You're old enough known your own business.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F022,F,I'm just saying.,anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F023,F,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F024,F,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F025,F,You're a considerate fellow.  There's nothing wrong in that.,neutral,neutral
train,Ses01M_script01_1,Ses01M_script01_1_F026,F,Did you ask Annie yet?,neutral,neutral
train,Ses01M_script01_1,Ses01M_script01_1_F027,F,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F028,F,"The trouble is you don't see enough women, you never did.",anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_F029,F,I don't see why it has to be Annie.,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F030,F,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F031,F,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_F032,F,"Do you know what that'll do to you, to your father, do you know?  I don't.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F034,F,What the hell is this?,surprise,surprise
train,Ses01M_script01_1,Ses01M_script01_1_F035,F,Are you crazy?,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F036,F,You have a business here.  I said what the hell is this?,anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F037,F,"Oh, must you be inspired.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F039,F,"Well, you don't want to think like that.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F040,F,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F041,F,"Well, you don't think like that.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F042,F,"I don't understand you, do I?",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_F043,F,"Well, I can see that.",anger,anger
train,Ses01M_script01_1,Ses01M_script01_1_M000,M,He saw it.,neutral,neutral
train,Ses01M_script01_1,Ses01M_script01_1_M002,M,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,neutral,neutral
train,Ses01M_script01_1,Ses01M_script01_1_M003,M,I don't know.  But he went back in the kitchen and he cried.,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_M004,M,No.  I figured I'd just let it wait.,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_M005,M,"Yeah, I could hear him crying through the floorboards in my room.",sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_M006,M,I don't know.,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_M007,M,I guess he is.,sadness,sadness
train,Ses01M_script01_1,Ses01M_script01_1_M008,M,I don't know the meaning of it.  But I know we've made terrible mistake with father.,anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_M010,M,"I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?",anger,frustration
train,Ses01M_script01_1,Ses01M_script01_1_M011,M,"I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.",anger,frustration
